Organisation ID,Organisation name
1-101611522,Private Medicare Limited
1-101656785,Glenholme Specialist Healthcare (Southern Region) Ltd
1-101644992,Islington Social Services
1-101661931,PAKS Trust
1-2105055784,EJC Group Ltd
1-153014835,Hartforde Dental Centre Limited
1-101660137,Intacare Limited
1-118164389,Aspris Children's Services Limited
1-153038767,Dale Road Oral Care Ltd
1-101667475,Epilepsy Society
1-277912131,Aston Care Limited
1-199715969,Vida Healthcare
1-1458945818,Surrey Choices Ltd
1-101678601,Kingsley Care Homes Limited
1-153002112,Inspire Dental Eastwood Limited
1-2378989124,Trust Quality Care Ltd
RAN,Royal National Orthopaedic Hospital NHS Trust
1-1067892697,Experdental Ltd
1-481031092,AmBience Healthcare Ltd
RXK,Sandwell and West Birmingham Hospitals NHS Trust
1-2122557788,Oracle Dental Limited
1-101613383,Abbeyfield Ferring Society Limited (The)
1-199687613,IntraHealth Limited
1-101661976,Quinton House Limited
1-747230526,Aria Healthcare Group LTD
1-102643088,Community Integrated Care
1-1276591602,Ahmad and Saleem Partners Ltd
1-3857037627,Dormy Care Communities South Ltd
1-1553466320,Bury GP Practices Limited
1-152951877,Harbour Orthodontic Centre
1-14259064664,London Smile Centres Ltd
1-102643425,Cygnet Health Care Limited
1-271962340,Livewell Southwest CIC
1-8565561845,Tooth Club Ipswich Limited
1-5010709439,Splendid Care Solution Ltd
1-101642300,Innovation Care Limited
1-101671172,Luton Borough Council
1-1785008337,Lotus Care Management Services Limited
1-101672010,Sure Care (UK) Limited
1-153018062,Pennington Dental Care Limited
1-101712456,Mr Bradley Scott Jones & Mr Russell Scott Jones
1-2610147675,Dean Healthcare South West Ltd
1-1709323126,Staffordshire Healthcare Staffing Ltd
1-272982643,Ideal Carehomes (Number One) Limited
1-101671512,Meridian Community Care Limited
1-101614094,Harpenden Mencap
1-6618792833,Kibo Hospital Services Limited
1-199786158,The Gill Medical Centre
1-199778291,West Derby Medical Centre
1-10523786107,Heart Of Hope Care Ltd
1-101657728,Mrs Parminder Degun
1-199776398,"Dr Libberton, Ram & Gulati"
1-101646809,Heart of England Properties Limited
1-8579339465,United Health Group Limited
1-101668269,London Borough of Hammersmith & Fulham
1-152954442,Q Dental Care Limited
1-12452456930,Oakland Opco B Limited
1-245279759,JME Care Ltd
1-153001992,Silver & Charlton Dental Practice
1-594139471,Danaz Healthcare Limited
1-101635419,The Healthcare Management Trust
1-626165557,Bensham & Sunniside Dental Practices
1-101693794,Elysium Healthcare (Healthlinc) Limited
1-101725155,Optegra UK Limited
1-3127828222,K Bond Healthcare Ltd
1-271958187,Baltic Medical Centre Limited
1-101665783,New Directions (Rugby) Limited
1-101652089,St Cuthbert's Care
1-101697002,W Scott
1-579269749,Melba Lodge Limited
RWR,Hertfordshire Partnership University NHS Foundation Trust
1-139967897,Tyneside Surgical Services Limited
1-153035852,A F J Limited
1-101674784,Sutton Court Associates Limited
1-1263071473,Start-Smiling
1-152944932,Dr Thegan Moodley
1-933554867,Grace Live In Carers Ltd
1-119235922,Caring Connections Limited
1-127888791,Townfield and Coach House Care Limited
1-2590365429,The Scanning Room Ltd
1-101643426,Lansglade Homes Limited
1-4375034708,Willow Care & Support Ltd.
1-3299564379,Target Dental Limited
1-101608472,Askham Village Community Limited
1-101663766,Hampshire County Council
1-101653283,Sentinel Health Care Limited
1-2093344503,De-ientes Limited
1-10454160635,SRKP Limited
1-2076102112,Baronsmede Support Services Limited
1-2929362341,Transitions Care (West Midlands) Limited
1-118164405,Amore Elderly Care Limited
1-199705078,Matlock and Ashover Practice
1-101632469,Mr Mukesh Patel
1-4994333895,AKM Care
1-7418282036,Callaway Care and Support Limited
1-2025818352,Sunrise Medical Centre
1-242609921,Simdent Dental Care Limited
1-2684990551,Bestchoice Global Ltd
1-101612376,MNS Care Plc
1-6240137997,Dr Achal Manu Prashad
1-118164475,Caretech Community Services (No.2) Limited
1-5989813361,Stockton Care Limited
1-153000354,Optima Dental Care
1-119233147,Messrs A & M Desai - Desai Care Homes
1-2462215597,Independant Community Support Limited
1-3511820490,Prime Care Domiciliary Limited
1-153038897,Pure Smiles
1-9849893719,Future Aspirations Care Group Limited
1-7920167868,Joseph Rowntree Housing Trust
1-152938882,Ortho-Tek Limited
1-2470849389,Hemel Centre Limited
1-199777394,Chelford Surgery
RYW,Birmingham Community Healthcare NHS Foundation Trust
1-101674969,Paradise Lodge Care Home Limited
1-199709670,Larwood Health Partnership
1-6657789927,Envisage Dental UK Limited
1-3573592948,Mitrata Ltd
1-101639775,Victorguard Care Limited
1-448719770,Harriston Homes Limited
1-5153274732,Surrey Hills and Heights Dementia Care Centre Limited
1-199747585,Grafton Medical Partners
RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust"
1-126819335,Aaroncare Limited
1-101642247,Franklin Homes Limited
1-101614292,Arcare (West Midlands) Limited
1-152971358,Dr Altaf Hussain
1-199694005,Pelham Medical Group
1-101639228,Independent Care & Support Ltd
1-139906637,UK Supported Living Services Limited
1-5648653909,LJ Pregnancy Co
1-116865053,Tamaris Healthcare (England) Limited
1-101641674,RochCare (UK) Ltd
1-101664427,The Papworth Trust
1-2172329725,Persona Care and Support Limited
RGT,Cambridge University Hospitals NHS Foundation Trust
1-979889509,Definitive PSA Ltd
1-1986666272,Libatis Limited
1-4327011632,Ms Sharon Draper
1-101620587,Gravers Care Home Ltd
1-668915632,Mr Mariusz Turek
RLY,North Staffordshire Combined Healthcare NHS Trust
1-3941924937,Stradbrook Dental Centre
1-5398836031,"Dehal, Kavanagh, Kavanagh"
1-414352541,Interact Care Limited
1-199718507,Dr Partington & Partners
1-4436050011,Dean House Care Limited
1-175293581,Kwikfix Recruitment Services Limited
1-102643190,Sanctuary Care Limited
1-244447574,Wolfe House Limited
1-7298441436,Home Comfort Healthcare Ltd
1-1518605449,Stellar Healthcare Limited
1-2456477856,Southampton Primary Care Limited
1-14676172345,Spirit Primary Care Limited
1-398086732,Buadu Limited
1-156973571,FCMS (NW) Limited
1-8700033547,Smiles Made Here Of UK Limited
1-102643252,The Royal School for the Blind
1-13494051990,Pegasus Havens Limited
1-101648925,Strode Park Foundation For People With Disabilities
1-152953768,Oasis Dental Care (Southern) Limited
1-101645441,Standwalk Ltd
1-8659634856,Visionary Care Ltd
1-199800254,DHU Health Care C.I.C.
1-153011452,OraCo Ltd
1-199738570,Newton Place Surgery
1-1126230816,Prioritising People's Lives Ltd
RMY,Norfolk and Suffolk NHS Foundation Trust
1-8243587814,Smethwick Practice Limited
1-101660555,South Yorkshire Housing Association Limited
1-131465451,Underley Educational Services
1-5378583902,Archway Dental Group Limited
1-101606545,Apex Care Homes Limited
1-101650284,Paydens (Nursing Homes) Limited
1-101616559,The Hennessy Partnership Limited
1-101717372,Mrs R Hind
1-101653418,Europe Care Holdings Limited
1-194078035,PBT Social Care Ltd
1-101657957,Braemar RCH Limited
1-11688867503,St Marys Care Services Ltd
1-131465221,BenJeMax Limited
1-6257083543,Gill Healthcare Limited
1-101617036,Stephen Oldale and Susan Leigh
1-161850942,Petrie Tucker and Partners Limited
1-9868262618,Unique Community Services Ltd
1-101653686,The Brothers of Charity Services
1-101685710,Noble Care Limited
1-101646522,SheffCare Limited
1-152329858,Almond Villas Limited
1-101688372,West Heanton Ltd
1-153012373,Exchange Street Practice Ltd
1-241492409,Eye Smile Limited
1-101685915,Ablecare Homes Limited
1-395311347,Dr Morvarid Tadaion
1-120628664,Colten Care (2003) Limited
1-276920477,The Wilf Ward Family Trust
1-101663979,Interhaze Limited
1-171566559,The Grange Dental Surgery Ltd
1-101619778,City Care Partnership Limited
1-101609444,Martha Trust Hereford Limited
1-161850880,KH&GW Limited
1-1602999161,E. Lazanakis Limited
1-2592273525,The Private Dental Group Limited
1-7191784964,Bradlee Tsao and Luk Yau Chan
1-2427870901,Abbeyfield The Dales Limited
RXW,Shrewsbury and Telford Hospital NHS Trust
1-5091962450,Exclusive Allied Services Limited
1-8665700875,SCA Trafalgar Limited
1-455360283,Mrs Susan Clay
1-246277461,Bowmans Lodge Limited
1-101647147,SignHealth
1-152951996,Dr. Farrokh Sharifzad
1-1481156943,Country Court Care Homes 2 Limited
1-7374784555,Farmhouse Care Home Ltd
1-101696589,Mr David Calwell
1-243344029,Vivo Support Limited
1-2120953506,Optical Express (Gyle) Limited
1-102642556,The Disabilities Trust
1-4550360302,Ideal Carehomes Limited
1-142445096,Green Light PBS Limited
1-101668102,Sandwell Metropolitan Borough Council
1-2331954657,Cinnabar Support and Living Ltd
1-101661609,Sheridan Care Limited
1-6878432410,Hebburn and Pelaw Partnership
1-118164177,J C Care Limited
1-131468480,Enhanceable
1-8547505967,La Rosa Homes Ltd
1-101616811,Nautilus Welfare Fund
1-2994700405,Alyson House RCH Ltd
1-102643044,Avenues South East
1-101676846,Mauricare Limited
1-101688817,Aspire Healthcare Limited
1-101669398,Cumbria View Care Services Limited
1-101660225,Brownlow Enterprises Limited
1-101652116,Care Line Homecare Limited
1-101620668,Mr & Mrs J Fieldhouse
REM,Liverpool University Hospitals NHS Foundation Trust
1-4943652400,Dr Pezhman Nouraei-Fard
1-101606617,Freedom Care Limited
1-822028873,Millfield James Limited
1-6268998180,Newfound Care Ltd
1-116992976,Shaw Healthcare Limited
1-4353693265,Alcedo Orange Limited
1-199722861,Dr Mohammad Alzarrad
1-7413797581,South Manchester Dental Emergency Cooperative Limited
1-437030136,Castlehaven Care Limited
1-6740398018,Retain Healthcare Ltd
1-101615111,Options Autism (8) Limited
1-397347675,Drs Prince and Hansson
1-152972906,Premier Dental Limited
1-118166130,Ashfield Care Homes Limited
1-161841323,The Dental Centre Limited
1-101686817,Leyton House Community Care Ltd
1-101623064,Mr & Mrs Mohamedally
1-1336873573,Priory Vale Dental Practice
1-120628793,Rockley Dene Homes Limited
1-152968836,Dr. Mark Stewart
1-101618410,Northbrook Homes Limited
1-222973241,Positive Support for You CIC
1-101644848,One To One Home Care Agency Limited
1-4258435719,Oasis Group (London) Limited
1-101666984,Landermead Investments Limited
1-116865215,Bupa Care Homes (CFChomes) Limited
1-101672817,Sage Care Limited
1-101669993,Spring Cottages Home Care Limited
1-1209326581,Protea Care Homes (Kent) Ltd
1-161851008,South Tyneside Smiles Limited
1-101666250,Rosecroft Care Limited
1-125892713,Source Bioscience UK Limited
1-171567251,Metrodental Limited
1-101613905,Allandale Care Group Limited
1-101699778,Mr & Mrs MF Joomun
1-118165897,Lonsdale Midlands Limited
1-8319444548,Frontal Care Ltd
1-8316695117,ASD Support LTD
1-283439311,Larchwood Care Homes (North) Limited
1-7257308285,Miss Katja Dukowski
1-4946310148,Elite Home Care Service Limited
1-101608580,Rushcliffe Care Limited
1-101639237,Independent Lifestyles Support Services LLP
1-101716203,Bethany Lodge Kent Limited
1-101667879,Hartlepool Borough Council
1-6279692933,Rhombus Care Group Limited
1-101641170,The Society of St James
1-153024930,HATS Group Ltd
1-1573191457,Modwena Orthodontics Limited
1-6003891231,The Camden Society (London)
1-285141754,The Village Surgery
1-2192450056,Mr Ravi Nathwani
1-101681724,Rutland House Community Trust Limited
1-604440006,Smile Care Dorset Ltd
1-9501860582,Paula Integrated Care Limited
1-101663676,Forest Care Limited
1-649731328,Quality Life Centre Ltd
1-101614175,DEMA Residential Homes Limited
1-353691343,Integrated Pathology Partnerships Limited
RV3,Central and North West London NHS Foundation Trust
1-11142675404,WeCare Health Limited
1-152951946,Total Orthodontics Limited
1-2766534802,Samee British Hair Clinic Ltd
1-101607869,Regal Healthcare Properties Limited
1-101657790,Care Network Solutions Limited
1-101694700,Tudor Bank Limited
1-199784783,Better Health MCR Ltd
1-1988408254,Horizon Residential Homes Limited
1-153028448,Estetica Oral Limited
1-421981702,Mr Ediz Cakin
1-101686014,Plymouth City Council
1-6993465493,Be Caring Ltd
1-156969383,Turret Orthodontics Limited
1-1614660547,Dr Mohammad Hadi Rajabi
1-152952332,Arkh-View Surgeries Limited
1-101688934,H.G. Care Services Limited
1-199747565,Brocklebank Group Practice
1-101646647,Homewards Care Ltd
1-101668945,Ridgewood Care Services Limited
1-119231615,Cheshire West and Chester Council
1-1820010138,Coventry and Warwickshire Mind
1-118166347,Accomplish Group Lifestyles (South West) Limited
1-6678242507,Zenith Care Ltd
1-359920755,Dr Javed Arshad Khan
1-4011445850,Starlight Support Services Ltd
1-7845777172,Ani Dental Clinic Limited
1-101680867,Knighton Manor Limited
1-1249806853,KDPG Limited
RXE,Rotherham Doncaster and South Humber NHS Foundation Trust
1-101658970,Care 2 Care Training Services Limited
1-101648489,Catholic Care (Diocese of Leeds)
1-101648710,Age UK Medway
1-153033449,Mr. Timothy Webber
1-3530666494,Dr Sima Aiyub Kothiwala
1-152998992,Dr. Ramin Kardel-Tabar
1-101647596,Sahara Care Limited
1-9597888597,The Hanley Care Group Limited
1-152942463,Grove Lane Dental Surgery
1-101726746,Bramley Health Limited
1-3782441590,Roughcote Hall Farm Ltd
RAS,The Hillingdon Hospitals NHS Foundation Trust
1-101653865,Alpenbest Limited
1-1371421918,Bridge Street Dental Ltd
1-101641125,Sentricare Limited
1-8119553005,Coyne Medical Ltd
1-119229210,Aps Care Ltd
1-101727793,The Disabilities Trust
1-2159593662,Advent Care Solutions Ltd
1-101647164,Active Pathways Limited
1-444129069,DaVita (UK) Limited
RTH,Oxford University Hospitals NHS Foundation Trust
1-101678404,Delta Care Ltd
RRP,"Barnet, Enfield and Haringey Mental Health NHS Trust"
1-101696310,Mrs Janet Barlow
1-101620308,Keys Hill Park Limited
1-6129891850,Allied Health-Services Limited
1-322922860,Mrs Shilpa Chirag Roy
1-101661787,Havencare Homes and Support Limited
1-152953759,Oasis Dental Care (Central) Limited
1-101624387,Jigsaw Creative Care Limited
1-7073259412,Tanglewood Care Services Limited
1-101647209,The Asian Health Agency
1-101612259,Link-Ability
1-101726978,Liaise (London) Limited
1-2695635057,Home Sweet Home Care Agency Ltd
1-101659592,Ark Care Homes Limited
1-101649330,Prokare Limited
1-101620560,South Gloucestershire Council
1-430634644,Highstreet Medical Dental Dr.Kolozsvari & Dr.Santosh
1-131464996,Finbrook Limited
1-7944751013,Primary Care Partners Limited
1-790958178,Healthcare Homes (LSC) Limited
1-101681607,Aspects Care Limited
1-7735109016,Mrs Jennifer Johnson
1-152972001,Dr. Nilesh Patel
1-101667844,Redcar & Cleveland Borough Council
1-153033968,Dr. Sadig Ayoub Bey
1-171571413,Task B Limited
1-152986753,Rodericks Dental Limited
RCF,Airedale NHS Foundation Trust
1-101617755,Archangel Enterprises Limited
1-101641611,High View Care Services Limited
1-131468988,Hillside Care Services Community Interest Company
1-2307949125,SL Assist Ltd
1-101660233,Alderson Limited
1-153032336,Mrs Kalajini Sivagurunathan
1-116865223,Bupa Care Homes (BNH) Limited
1-101689291,Radfield Home Care Ltd
1-124805905,Quay Court (Care Centre) Limited
1-241882666,Sovereign Care Limited
1-1697510425,South East Ultrasound Limited
1-2904289002,Bump of Churchtown Limited
1-101679290,Greenacres Care Home Limited
1-101613284,Christchurch Court Limited
1-101657173,Manna Care Ltd
1-118166459,Affinity Healthcare Limited
1-152994791,Ad Implant.Com Limited
RC9,Bedfordshire Hospitals NHS Foundation Trust
1-101608796,Lily Care Ltd
1-6871838541,Bolton Cares (B) Limited
1-101696391,Mr & Mrs J P Rampersad
1-101675424,Wellfield and Henley House Limited
1-153009183,Borehamwood Dental Practice Ltd
1-199696392,Affinity Care
1-3705403863,Ease Healthcare Ltd
1-101666957,Hollybank Trust
1-6005250398,247 Dental Limited
1-118164107,Lothlorien Community Limited
1-101648435,Westward Care Limited
1-199717024,Rosedale Surgery
1-101640268,Freeways
1-9084130206,Paresh Patel and Thumilan Ganesh
1-2076018857,Hillsview Care Services Ltd
1-101659744,Kay Care Services Ltd
1-5001089815,Forward Plus West Midlands Ltd
R1F,Isle of Wight NHS Trust
